ticket_id,requester_email,requester_name,ticket_type,subject,description,priority,status,channel,created_at,first_response_at,solved_at,updated_at,first_reply_time,full_resolution_time,satisfaction_rating
ticket_a7ee0ccd-43da-470e-8001-85ab23245ae7,le_anh22894@gmail.com,Anh Lê,Device / Compatibility,Incompatible with Android 15,Doesn't open properly on Samsung Galaxy S23 Ultra.,High,Closed,Chat,2025-11-06 12:34:32,2025-11-07 16:06:56,2025-11-08 01:47:08,2025-11-08 01:47:08,27.19,37.11,2.0
ticket_216d85be-a30c-4fd7-904a-273c012795ef,thao_nguyen85455@gmail.com,Thảo Nguyễn,Integration Errors,Strava import error,Tried connecting Google Calendar but fails with error 403.,High,Solved,social_media,2025-11-06 13:31:01,2025-11-06 23:54:37,2025-11-07 15:38:01,2025-11-07 15:38:01,9.41,25.3,1.0
ticket_4ed4d612-0d4e-4b72-90de-51645839757b,khoa.do81902@gmail.com,Khoa Đỗ,Integration Errors,Apple Health not connecting,Apple Health data not syncing after granting permission.,Normal,Solved,Chat,2025-11-06 15:15:34,2025-11-06 21:24:46,2025-11-10 11:30:22,2025-11-10 11:30:22,5.17,91.83,1.0
ticket_8bcb7739-51d6-4f16-b3bd-e2554b5982b4,le_tuan73666@gmail.com,Tuấn Lê,Device / Compatibility,Incompatible with Android 15,Doesn't open properly on Samsung Galaxy S23 Ultra.,Low,Closed,Email,2025-11-06 15:28:26,2025-11-07 18:23:16,2025-11-09 05:55:02,2025-11-09 05:55:02,26.71,61.71,
ticket_df4df395-2a94-484c-843f-99bb029aa235,dang_vy18929@gmail.com,Vy Đặng,Login & Authentication,2FA code always invalid,Sign in with Google button does nothing on Chrome.,Low,Solved,Web,2025-11-06 15:44:19,2025-11-07 00:46:31,2025-11-07 02:14:19,2025-11-07 02:14:19,8.67,10.3,2.0
ticket_690351c5-04ff-4e81-baed-6e9f2317f56e,quan_ho84310@gmail.com,Quân Hồ,Login & Authentication,2FA code always invalid,"Account got locked, can't log in even with correct password.",Low,Solved,Email,2025-11-06 15:46:01,2025-11-07 02:06:43,2025-11-07 02:33:49,2025-11-07 02:33:49,9.76,10.28,3.0
ticket_4613d7fd-ab30-4686-a526-7cf42b95e25a,dang_dung77896@gmail.com,Dung Đặng,Feedback / Complaint,Content quality dropped recently,The interface looks old compared to other apps.,Urgent,Solved,Email,2025-11-06 15:57:05,2025-11-07 22:38:10,2025-11-08 23:23:53,2025-11-08 23:23:53,30.68,54.53,1.0
ticket_d5847f73-e675-4318-9ec3-0cd4bc1b0c3b,dang_khoa33578@gmail.com,Khoa Đặng,Performance / Speed,App loads very slowly,Videos keep buffering even on fast internet.,High,Closed,social_media,2025-11-06 17:40:06,2025-11-07 02:34:42,2025-11-07 14:07:54,2025-11-07 14:07:54,8.26,20.38,1.0
ticket_eea63a4f-552e-4d75-a3d8-2bb5d7a9019b,dang.nam33193@gmail.com,Nam Đặng,Device / Compatibility,UI broken in tablet mode,Doesn't open properly on Samsung Galaxy S23 Ultra.,Low,Solved,Email,2025-11-06 17:55:31,2025-11-11 00:14:54,2025-11-11 01:01:54,2025-11-11 01:01:54,101.81,102.31,2.0
ticket_ef90bef6-8983-4d33-a8c2-128055aff39b,ho_phuong46583@gmail.com,Phương Hồ,Billing & Payment Issues,Request refund for last month,Money was taken but subscription status not updated. Order ID attached.,Normal,Solved,Chat,2025-11-06 18:16:46,2025-11-07 04:34:10,2025-11-07 08:22:46,2025-11-07 08:22:46,9.94,13.45,1.0
ticket_b1409c7d-6707-4a70-bba1-0c41eced841d,do.phong33145@gmail.com,Phong Đỗ,Feedback / Complaint,Support reply too slow,"Ads appear too frequently in free plan, very annoying.",High,Closed,Web,2025-11-06 18:49:40,2025-11-06 23:48:40,2025-11-07 16:03:04,2025-11-07 16:03:04,4.9,20.89,
ticket_2b9c363e-d47c-48e8-a580-d709e0d2e3f9,dang_dung65520@gmail.com,Dung Đặng,Performance / Speed,High battery usage,App crashes every time I open a long workout session.,High,Closed,Web,2025-11-06 18:50:00,2025-11-06 23:56:36,2025-11-09 16:16:48,2025-11-09 16:16:48,4.96,68.78,2.0
ticket_204b46db-8f1e-4215-815f-b1c6c4b01126,anh_bui19632@gmail.com,Anh Bùi,Billing & Payment Issues,Subscription not renewed automatically,I got charged $9.99 but still see free tier limits. Please fix and refund.,Normal,Solved,Web,2025-11-06 22:00:19,2025-11-06 23:27:55,2025-11-07 11:57:43,2025-11-07 11:57:43,1.26,13.49,1.0
ticket_ea83815d-f793-4026-afa9-d85960ae5439,THAO_TRAN79335@GMAIL.COM,Thảo Trần,Feedback / Complaint,Too many ads in free version,Updates lately made content less helpful than before.,Normal,Closed,Chat,2025-11-06 22:35:22,2025-11-07 04:22:58,2025-11-07 23:19:34,2025-11-07 23:19:34,4.91,24.42,2.0
ticket_ad7f1016-bb07-4eb2-8984-93d48fdcabc2,dang_nam31912@gmail.com,Nam Đặng,Performance / Speed,App loads very slowly,Videos keep buffering even on fast internet.,Urgent,Open,social_media,2025-11-06 22:53:21,2025-11-07 10:53:21,,2025-11-07 09:53:21,12.0,,
ticket_24839c7a-962e-441b-b693-87963d723356,nam_pham41578@gmail.com,Nam Phạm,Login & Authentication,Google/Apple login not working,Sign in with Google button does nothing on Chrome.,Urgent,Solved,Web,2025-11-06 23:52:11,2025-11-07 08:33:35,2025-11-07 09:47:11,2025-11-07 09:47:11,8.64,9.65,3.0
ticket_91a73167-8285-4dcd-a441-67be96eca909,quynh.dang92574@gmail.com,Quỳnh Đặng,Login & Authentication,Cannot reset password - no email received,2FA code keeps saying invalid though it's correct.,High,Closed,Chat,2025-11-07 02:23:28,2025-11-07 02:56:16,2025-11-07 10:24:40,2025-11-07 10:24:40,0.53,7.62,2.0
ticket_723902ca-5038-48c6-8e17-be53b91f8935,vy.bui14359_at_gmail.com,Vy Bùi,Performance / Speed,Sync takes minutes,Videos keep buffering even on fast internet.,High,Closed,Chat,2025-11-07 03:01:08,2025-11-07 05:48:32,2025-11-08 00:34:56,2025-11-08 00:34:56,2.49,21.08,3.0
ticket_7b599305-b088-402c-b1de-b29c433b37e6,minh.nguyen25634@gmail.com,Minh Nguyễn,Device / Compatibility,Dark mode text unreadable,App force closes immediately on my iPhone with iOS 19.,High,Solved,Web,2025-11-07 03:01:34,2025-11-07 19:09:58,2025-11-07 20:04:10,2025-11-07 20:04:10,15.24,16.46,3.0
ticket_2433302c-2997-47ff-b76e-8c5081b90f24,tran_linh49412@gmail.com,Linh Trần,Feature Usage Help,What does streak freeze mean?,How do I download all my workout history as CSV?,High,Closed,Chat,2025-11-07 03:54:44,2025-11-07 05:38:08,2025-11-07 16:58:08,2025-11-07 16:58:08,1.09,12.74,
ticket_9fe356a1-a5db-4a00-96e9-741e1e4dfdc9,PHUC_DANG60301@GMAIL.COM,Phúc Đặng,Performance / Speed,High battery usage,Videos keep buffering even on fast internet.,Urgent,Solved,Web,2025-11-07 04:56:05,2025-11-07 14:50:17,2025-11-09 19:43:05,2025-11-09 19:43:05,9.62,62.0,
ticket_3f0159fb-5243-4d85-8f39-83b152a360a6,bui_nhi44384@gmail.com,Nhi Bùi,Login & Authentication,Cannot reset password - no email received,Tried reset password but no email arrived in inbox or spam.,Normal,Solved,social_media,2025-11-07 07:57:52,2025-11-08 08:52:28,2025-11-08 09:21:28,2025-11-08 09:21:28,24.36,24.86,1.0
ticket_1cdc5092-cd64-420f-8f19-ca8c044caf14,nam_le32539@gmail.com,Nam Lê,Feedback / Complaint,UI feels outdated,"Ads appear too frequently in free plan, very annoying.",High,New,Email,2025-11-07 10:06:17,2025-11-07 12:06:17,,2025-11-08 10:06:17,2.0,,
ticket_27e44f3a-9037-46a9-acd6-6683c1eea378,tran.nam96322_at_gmail.com,Nam Trần,Integration Errors,Strava import error,Strava activities not showing up in the app.,High,Solved,Web,2025-11-07 10:10:48,2025-11-07 18:29:48,2025-11-11 22:29:12,2025-11-11 22:29:12,8.0,108.04,2.0
ticket_fd82e206-232f-414c-be18-c1e56bdf825a,bui.nhi25306@gmail.com,Nhi Bùi,Device / Compatibility,UI broken in tablet mode,App force closes immediately on my iPhone with iOS 19.,Low,Solved,Web,2025-11-07 10:20:35,2025-11-09 15:00:35,2025-11-09 23:55:23,2025-11-09 23:55:23,52.0,60.68,2.0
ticket_ec2de695-1ae8-47cf-8d98-e422484d9f57,huong.ho24962@gmail.com,Hương Hồ,Performance / Speed,Sync takes minutes,App crashes every time I open a long workout session.,Urgent,Solved,social_media,2025-11-07 10:37:34,2025-11-07 15:58:58,2025-11-09 05:18:34,2025-11-09 05:18:34,4.89,42.4,
ticket_b39bdc4e-bcd4-478b-95be-c3befa7c5170,ho.huy10580@gmail.com,Huy Hồ,Device / Compatibility,UI broken in tablet mode,Doesn't open properly on Samsung Galaxy S23 Ultra.,Low,Closed,Chat,2025-11-07 11:03:54,2025-11-08 16:35:42,2025-11-09 09:16:30,2025-11-09 09:16:30,28.58,45.81,2.0
ticket_6dc66fe7-d985-4d7f-910c-df998ec0a24e, le_nhi99074@gmail.com,Nhi Lê,Feature Usage Help,What does streak freeze mean?,I can't find where my streak or progress is displayed.,Urgent,Closed,social_media,2025-11-07 11:05:47,2025-11-07 16:32:47,2025-11-08 02:59:47,2025-11-08 02:59:47,4.8,15.9,
ticket_740eed6c-bc1b-497e-a2a1-14c68f66812c,anh_bui31873@gmail.com,Anh Bùi,Performance / Speed,Frequent crashes on Android,Videos keep buffering even on fast internet.,Low,Pending,Email,2025-11-07 12:34:18,,,2025-11-07 20:34:18,,,
ticket_66484edc-9abb-423c-b97c-0d57fe16ef07,linh.do81525@gmail.com,Linh Đỗ,Integration Errors,Apple Health not connecting,Apple Health data not syncing after granting permission.,High,Solved,Web,2025-11-07 12:38:07,2025-11-07 14:00:55,2025-11-08 17:24:19,2025-11-08 17:24:19,1.13,28.42,2.0
ticket_498b0070-bf38-49e5-b010-8875f61a5c0b,le.phuc28690@gmail.com,Phúc Lê,Feature Usage Help,How to enable daily reminders?,Please tell me how to turn on daily push notifications.,Low,New,Web,2025-11-07 13:00:35,2025-11-07 15:00:35,,2025-11-08 21:00:35,2.0,,
ticket_fe9fcd67-7705-44df-87d6-98fff8284045,phuc_vu43847@gmail.com,Phúc Vũ,Performance / Speed,Sync takes minutes,Main screen takes 15+ seconds to load on WiFi.,High,Solved,social_media,2025-11-07 13:58:43,2025-11-08 06:14:07,2025-11-09 05:36:55,2025-11-09 05:36:55,15.29,39.17,1.0
ticket_da051c23-072c-4b3c-b692-271bbf960cef,HUY.BUI10256@GMAIL.COM,Huy Bùi,Billing & Payment Issues,Request refund for last month,Saw double charge on statement this month.,Normal,Closed,Web,2025-11-07 14:01:54,2025-11-08 05:04:18,2025-11-08 08:28:42,2025-11-08 08:28:42,14.89,18.08,3.0
ticket_697c54ba-573a-4607-a48d-ac6bfdd34f2d,huong.do63181@gmail.com,Hương Đỗ,Feedback / Complaint,Support reply too slow,Updates lately made content less helpful than before.,Normal,Solved,Web,2025-11-07 14:13:17,2025-11-07 15:55:05,2025-11-09 19:20:17,2025-11-09 19:20:17,1.18,52.3,1.0
ticket_9a98506f-be5b-4ab3-b3e7-6b3edbce5825,vu.khoa22308@gmail.com ,Khoa Vũ,Device / Compatibility,Not working on Galaxy S23,Doesn't open properly on Samsung Galaxy S23 Ultra.,Low,Closed,social_media,2025-11-07 15:12:41,2025-11-08 01:32:53,2025-11-09 12:08:41,2025-11-09 12:08:41,10.32,44.35,
ticket_162f176d-33ce-4554-ab97-7fc279b861ba,dang.phong18045@gmail.com,Phong Đặng,Integration Errors,Webhook returns 500,Strava activities not showing up in the app.,Normal,Closed,Web,2025-11-07 16:02:19,2025-11-07 20:52:19,2025-11-10 17:28:07,2025-11-10 17:28:07,4.55,72.58,1.0
ticket_e9458fb4-d233-496f-899a-c9dca6ed7516,do_nam67385@gmail.com,Nam Đỗ,Login & Authentication,Google/Apple login not working,Tried reset password but no email arrived in inbox or spam.,High,Solved,social_media,2025-11-07 16:10:47,2025-11-09 22:40:47,2025-11-09 22:56:47,2025-11-09 22:56:47,53.75,54.25,1.0
ticket_9c47142b-cff0-434a-9fa1-48db1fc7f5d1,nguyen_huy41939_at_gmail.com,Huy Nguyễn,Device / Compatibility,Incompatible with Android 15,Doesn't open properly on Samsung Galaxy S23 Ultra.,High,Closed,social_media,2025-11-07 16:22:15,2025-11-07 18:12:27,2025-11-08 04:52:27,2025-11-08 04:52:27,1.27,12.47,3.0
ticket_9abfb966-33d5-4df1-9438-7811576899cf, khoa.nguyen73493@gmail.com,Khoa Nguyễn,Login & Authentication,How to change email on account,Sign in with Google button does nothing on Chrome.,Normal,New,social_media,2025-11-07 16:37:50,,,2025-11-09 01:37:50,,,
ticket_a934e858-83d9-411a-b73b-552670fc5a10,huy_vu59431@gmail.com,Huy Vũ,Feedback / Complaint,Support reply too slow,The interface looks old compared to other apps.,Urgent,Solved,social_media,2025-11-07 16:49:19,2025-11-08 02:54:43,2025-11-09 05:37:07,2025-11-09 05:37:07,9.64,36.23,1.0
ticket_c6071782-0e66-410b-aa49-e85d3b06ec7d,thao.tran23497@gmail.com,Thảo Trần,Performance / Speed,High battery usage,App crashes every time I open a long workout session.,High,Closed,Email,2025-11-07 17:02:39,2025-11-08 03:57:37,2025-11-08 18:29:27,2025-11-08 18:29:27,10.65,25.08,
ticket_4091903c-80b0-45dc-972f-0c70d63e5242,nhi_nguyen10342_at_gmail.com,Nhi Nguyễn,Feedback / Complaint,Too many ads in free version,The interface looks old compared to other apps.,Low,Closed,Email,2025-11-07 17:33:32,2025-11-09 03:04:46,2025-11-10 00:22:44,2025-11-10 00:22:44,32.6,54.37,1.0
ticket_b66c77b2-606f-4ea2-a392-5d5082c3671b,do.lan12142@gmail.com,Lan Đỗ,Performance / Speed,App loads very slowly,Main screen takes 15+ seconds to load on WiFi.,Urgent,Closed,Chat,2025-11-07 18:59:32,2025-11-08 23:25:20,2025-11-10 12:47:20,2025-11-10 12:47:20,28.13,65.08,2.0
ticket_b3c670b0-22f8-4978-a848-21c08abb9990,minh.pham37317@gmail.com,Minh Phạm,Performance / Speed,High battery usage,App crashes every time I open a long workout session.,High,Open,Chat,2025-11-07 22:39:16,,,2025-11-08 14:39:16,,,
ticket_c01d6ac7-5a9d-4ed6-854c-a37fc59b3107,anh_tran53240@gmail.com,Anh Trần,Feature Usage Help,What does streak freeze mean?,How do I download all my workout history as CSV?,Low,Closed,Email,2025-11-08 09:28:22,2025-11-09 05:10:25,2025-11-09 07:30:34,2025-11-09 07:30:34,19.65,21.42,
ticket_d691163f-a3a3-45d7-9078-01d59394a58d,do_anh54798@gmail.com,Anh Đỗ,Performance / Speed,Sync takes minutes,Main screen takes 15+ seconds to load on WiFi.,Normal,Solved,Chat,2025-11-08 09:38:05,2025-11-09 11:08:41,2025-11-10 07:13:53,2025-11-10 07:13:53,25.06,44.93,2.0
ticket_ddf61687-1414-4255-8aca-e855c2da05a1,ngan_tran33068@gmail.com,Ngân Trần,Performance / Speed,Frequent crashes on Android,Videos keep buffering even on fast internet.,Normal,Solved,Email,2025-11-08 09:57:19,2025-11-09 06:12:15,2025-11-09 17:17:07,2025-11-09 17:17:07,19.28,31.33,1.0
ticket_f74eeb31-1e84-4fbc-a8a9-3295084372a0,VU.QUAN33990@GMAIL.COM,Quân Vũ,Feature Usage Help,Guide to create custom plan,Please tell me how to turn on daily push notifications.,High,Solved,Email,2025-11-08 11:21:52,2025-11-10 22:11:20,2025-11-10 23:05:20,2025-11-10 23:05:20,58.24,58.74,2.0
ticket_2c0dbcb4-7ef0-42e2-b940-f35fbebb0e4b,tran_huy87448@gmail.com,Huy Trần,Feedback / Complaint,Support reply too slow,Updates lately made content less helpful than before.,Low,Solved,social_media,2025-11-08 11:44:58,2025-11-08 13:59:46,2025-11-10 20:05:58,2025-11-10 20:05:58,2.08,56.25,
ticket_a5e460c7-fba9-40bc-99f7-ce72eb5e5e6f,phuc.dang93128@gmail.com,Phúc Đặng,Device / Compatibility,UI broken in tablet mode,Doesn't open properly on Samsung Galaxy S23 Ultra.,High,Pending,Chat,2025-11-08 12:02:00,2025-11-08 14:02:00,,2025-11-09 15:02:00,2.0,,
ticket_4dd15537-e249-48ee-9280-1c0a0c680354,phan_khoa76287@gmail.com,Khoa Phan,Login & Authentication,Google/Apple login not working,2FA code keeps saying invalid though it's correct.,Normal,Closed,social_media,2025-11-08 13:06:37,2025-11-08 18:24:25,2025-11-08 19:50:37,2025-11-08 19:50:37,5.13,5.75,1.0
ticket_871f22f7-148d-470d-b09f-922c3fa22e26, duc_ho59214@gmail.com,Đức Hồ,Login & Authentication,Account locked after failed attempts,"Account got locked, can't log in even with correct password.",High,Solved,Email,2025-11-08 13:17:27,2025-11-09 00:38:29,2025-11-09 00:53:29,2025-11-09 00:53:29,10.75,11.25,3.0
ticket_b201cc32-f632-4901-bb96-2c0cf4d67fb0,nam_pham41578@gmail.com,Nam Phạm,Performance / Speed,Sync takes minutes,Videos keep buffering even on fast internet.,Urgent,Open,Email,2025-11-08 14:39:06,,,2025-11-11 09:39:06,,,
ticket_203747c0-3ae6-4d9d-9ad1-9dac3e63e808,pham_phuong68422@gmail.com,Phương Phạm,Integration Errors,API timeout every time,Apple Health data not syncing after granting permission.,High,Closed,Web,2025-11-08 15:18:22,2025-11-08 16:52:46,2025-11-12 23:23:46,2025-11-12 23:23:46,0.64,103.74,2.0
ticket_bb5ddc0a-51c0-411c-b943-293f8e02c1fc,tuan.ho78614@gmail.com,Tuấn Hồ,Integration Errors,API timeout every time,Strava activities not showing up in the app.,Urgent,Solved,Email,2025-11-08 15:45:04,2025-11-09 10:17:45,2025-11-12 23:19:16,2025-11-12 23:19:16,17.94,102.82,2.0
ticket_60cb6e64-c766-4527-818f-5dd99c9daf41,dang_phuong84503@gmail.com,Phương Đặng,Feedback / Complaint,Support reply too slow,The interface looks old compared to other apps.,High,Solved,Web,2025-11-08 15:48:53,2025-11-08 20:17:17,2025-11-10 05:57:05,2025-11-10 05:57:05,4.34,37.82,
ticket_76f6233b-cce8-4254-bc3c-33c9d44b44db,vu.tuan83602@gmail.com,Tuấn Vũ,Performance / Speed,High battery usage,Videos keep buffering even on fast internet.,Urgent,Closed,Email,2025-11-08 19:14:49,2025-11-08 22:16:38,2025-11-10 03:13:13,2025-11-10 03:13:13,2.45,31.64,
ticket_4e0afda8-bdc2-4184-a5e3-95ac6a294416,pham.quynh41308@gmail.com,Quỳnh Phạm,Device / Compatibility,Incompatible with Android 15,Dark mode makes text hard to read on Pixel phone.,High,Pending,Web,2025-11-08 19:58:44,,,2025-11-11 02:58:44,,,
ticket_5157548f-3fbe-47d0-8be1-2be6faee4d69,tuan.nguyen87983@gmail.com,Tuấn Nguyễn,Feature Usage Help,Guide to create custom plan,I can't find where my streak or progress is displayed.,Low,Solved,Web,2025-11-08 20:48:44,2025-11-09 12:14:08,2025-11-09 22:02:44,2025-11-09 22:02:44,14.94,24.45,
ticket_e331a2a4-38d8-4c6e-9afb-3bae17ee0f3b,quan.bui64593@gmail.com,Quân Bùi,Device / Compatibility,Not working on Galaxy S23,Doesn't open properly on Samsung Galaxy S23 Ultra.,Normal,Closed,Chat,2025-11-08 20:58:56,2025-11-09 06:02:56,2025-11-11 19:11:32,2025-11-11 19:11:32,8.95,69.86,
ticket_716f4edd-9257-4ad9-9204-8d20e5f33bfe,le.thao31504@gmail.com,Thảo Lê,Performance / Speed,App loads very slowly,App crashes every time I open a long workout session.,Normal,Pending,social_media,2025-11-08 21:36:57,2025-11-09 01:36:57,,2025-11-09 10:36:57,4.0,,
ticket_a87be98f-46e1-472c-8a71-aa300453dc34,hung.nguyen38943@gmail.com,Hùng Nguyễn,Feedback / Complaint,UI feels outdated,The interface looks old compared to other apps.,Normal,Closed,Web,2025-11-08 22:10:19,2025-11-09 03:58:31,2025-11-09 05:19:43,2025-11-09 05:19:43,5.07,6.79,3.0
ticket_9836d70f-527f-43a3-af02-1f9f17733bce,quynh_phan78437_at_gmail.com,Quỳnh Phan,Performance / Speed,Frequent crashes on Android,Main screen takes 15+ seconds to load on WiFi.,High,Closed,Email,2025-11-08 22:52:54,2025-11-09 21:27:19,2025-11-10 21:09:06,2025-11-10 21:09:06,21.66,46.22,1.0
ticket_00e71a80-7ded-4448-900f-44ec6a3d3341,tran_lan39003@gmail.com,Lan Trần,Performance / Speed,High battery usage,Main screen takes 15+ seconds to load on WiFi.,Urgent,Solved,Web,2025-11-09 08:18:23,2025-11-10 15:00:23,2025-11-11 01:46:23,2025-11-11 01:46:23,30.05,40.65,1.0
ticket_f145f39c-9c50-40d4-b4bd-2f8821fd7ddb,anh.dang14356@gmail.com,Anh Đặng,Performance / Speed,High battery usage,App crashes every time I open a long workout session.,High,Closed,Chat,2025-11-09 10:06:06,2025-11-09 14:37:42,2025-11-10 01:01:42,2025-11-10 01:01:42,4.31,14.01,3.0
ticket_af6b7c3c-e2c9-49f0-a3bf-bcb3e619e6a5,nhi_dang48177@gmail.com,Nhi Đặng,Integration Errors,Google Calendar sync failed,Apple Health data not syncing after granting permission.,Normal,Solved,social_media,2025-11-09 12:30:45,2025-11-10 16:09:09,2025-11-14 01:31:21,2025-11-14 01:31:21,27.29,109.01,
ticket_dbf35eb7-f9b7-4792-9346-09b7bc28db14,huy.tran50848@gmail.com,Huy Trần,Feature Usage Help,Where is my progress tracker?,How do I download all my workout history as CSV?,Normal,Closed,Email,2025-11-09 12:57:26,2025-11-11 20:36:29,2025-11-11 20:51:29,2025-11-11 20:51:29,54.78,55.28,2.0
ticket_e684733f-af12-4e18-a56b-572b426e5371, vy.phan16646@gmail.com,Vy Phan,Integration Errors,Strava import error,Strava activities not showing up in the app.,Normal,Closed,Email,2025-11-09 13:22:45,2025-11-13 11:08:38,2025-11-14 10:26:45,2025-11-14 10:26:45,93.68,116.55,
ticket_c01dc153-291a-42bf-b94f-46745b5cbed5,phuc_do82436@gmail.com ,Phúc Đỗ,Feedback / Complaint,Missing dark mode,The interface looks old compared to other apps.,Normal,New,Web,2025-11-09 14:12:44,2025-11-09 22:12:44,,2025-11-10 11:12:44,8.0,,
ticket_06665eb8-57e5-4dbe-bead-289764e78ae9,anh_tran36467@gmail.com,Anh Trần,Billing & Payment Issues,Double charge this cycle,Money was taken but subscription status not updated. Order ID attached.,Low,Closed,Email,2025-11-09 14:54:43,2025-11-09 23:34:12,2025-11-10 05:18:19,2025-11-10 05:18:19,7.67,13.56,2.0
ticket_f2dce343-00e9-4fa4-8f2c-8095f80d13bc,lan.tran95291@gmail.com,Lan Trần,Integration Errors,Apple Health not connecting,Apple Health data not syncing after granting permission.,High,Closed,Email,2025-11-09 14:55:15,2025-11-09 19:19:46,2025-11-14 10:46:51,2025-11-14 10:46:51,3.84,115.41,
ticket_efb2d72c-0687-439e-aa3f-78f387184a01,phan.anh22494@gmail.com,Anh Phan,Feedback / Complaint,Content quality dropped recently,"Ads appear too frequently in free plan, very annoying.",Normal,Solved,social_media,2025-11-09 15:08:02,2025-11-10 03:42:14,2025-11-10 10:31:50,2025-11-10 10:31:50,12.07,18.73,2.0
ticket_7c4a7eb7-102e-4245-8919-29427fc0bbb1,PHUC.VU31895@GMAIL.COM,Phúc Vũ,Billing & Payment Issues,Double charge this cycle,I got charged $9.99 but still see free tier limits. Please fix and refund.,High,Closed,social_media,2025-11-09 15:41:30,2025-11-10 18:25:54,2025-11-10 18:50:54,2025-11-10 18:50:54,25.84,26.34,1.0
ticket_d1753e3e-14aa-45c3-b86f-15ff9c500632,le.phuc65586@gmail.com,Phúc Lê,Feedback / Complaint,UI feels outdated,The interface looks old compared to other apps.,High,Closed,Email,2025-11-09 17:04:39,2025-11-11 00:04:26,2025-11-11 11:24:15,2025-11-11 11:24:15,30.71,41.36,1.0
ticket_80e04e1d-da3a-4d0c-8251-19205c9222ec,bui_thao16975@gmail.com,Thảo Bùi,Billing & Payment Issues,Payment failed but money deducted,Want to cancel and get partial refund for unused period.,Normal,Closed,Web,2025-11-09 19:24:37,2025-11-09 21:29:13,2025-11-10 12:39:13,2025-11-10 12:39:13,1.26,16.71,2.0
ticket_7d5cf02c-6bfd-4510-a8ee-154433d0954a,anh_ho84211@gmail.com,Anh Hồ,Feedback / Complaint,UI feels outdated,Updates lately made content less helpful than before.,Urgent,Open,social_media,2025-11-09 20:02:33,,,2025-11-12 06:02:33,,,
ticket_6567a457-7292-4737-aad4-a218f2d2f219,pham.huy92767@gmail.com,Huy Phạm,Performance / Speed,App loads very slowly,App crashes every time I open a long workout session.,Urgent,Closed,Web,2025-11-09 20:57:55,2025-11-09 23:30:55,2025-11-12 09:08:07,2025-11-12 09:08:07,2.05,59.22,1.0
ticket_b637fdfa-660a-44db-b86a-333a030441fc,bui_nam38080@gmail.com,Nam Bùi,Login & Authentication,2FA code always invalid,Tried reset password but no email arrived in inbox or spam.,Urgent,Closed,Web,2025-11-10 03:08:55,2025-11-10 04:35:55,2025-11-10 07:40:31,2025-11-10 07:40:31,1.15,3.66,3.0
ticket_67548239-2627-4271-b415-4afffbefb9c4,nguyen_phong50082@gmail.com,Phong Nguyễn,Device / Compatibility,UI broken in tablet mode,Doesn't open properly on Samsung Galaxy S23 Ultra.,Low,Solved,Web,2025-11-10 04:53:42,2025-11-10 09:44:18,2025-11-12 13:40:54,2025-11-12 13:40:54,4.01,56.42,1.0
ticket_ce7840af-6577-400b-9685-51a1eb3326cc,ho.tuan32630@gmail.com,Tuấn Hồ,Device / Compatibility,App crashes on iOS 19,Doesn't open properly on Samsung Galaxy S23 Ultra.,Urgent,Solved,Chat,2025-11-10 05:49:02,2025-11-10 08:26:50,2025-11-10 13:52:38,2025-11-10 13:52:38,2.03,7.61,2.0
ticket_fc1107a8-c00b-4afd-b75d-9f9360c64b73,ngan.ho37148@gmail.com,Ngân Hồ,Billing & Payment Issues,Payment failed but money deducted,Saw double charge on statement this month.,High,Closed,Email,2025-11-10 06:13:32,2025-11-11 17:26:16,2025-11-11 18:02:16,2025-11-11 18:02:16,34.7,35.2,1.0
ticket_ee5da189-c504-4201-afb0-0ba57aa6225a,nguyen_phuc11904@gmail.com,Phúc Nguyễn,Integration Errors,Strava import error,Strava activities not showing up in the app.,High,Solved,Email,2025-11-10 07:28:43,2025-11-11 13:19:36,2025-11-13 19:07:55,2025-11-13 19:07:55,29.2,83.52,1.0
ticket_7e2bcbfa-c24a-43f0-b5dc-8ee9b48933c1,linh_vu13042@gmail.com,Linh Vũ,Billing & Payment Issues,Payment failed but money deducted,Money was taken but subscription status not updated. Order ID attached.,Normal,Open,social_media,2025-11-10 08:22:43,,,2025-11-10 15:22:43,,,
ticket_d675fe04-737e-4cdf-b39d-aa931f0d0e53,PHAM_LINH14610@GMAIL.COM,Linh Phạm,Performance / Speed,App loads very slowly,Main screen takes 15+ seconds to load on WiFi.,Urgent,Closed,Email,2025-11-10 08:22:56,2025-11-15 17:05:05,2025-11-15 18:20:05,2025-11-15 18:20:05,128.5,129.0,1.0
ticket_e6d987c8-ef1c-4366-868f-4d11a982037e,vy.le64499@gmail.com,Vy Lê,Billing & Payment Issues,Charged but still on free plan,I got charged $9.99 but still see free tier limits. Please fix and refund.,High,Solved,social_media,2025-11-10 10:21:07,2025-11-10 14:42:43,2025-11-11 08:01:07,2025-11-11 08:01:07,4.31,20.95,3.0
ticket_1fc21448-b32c-4ee4-85ac-c69f9fb790a7,bui.tuan70280@gmail.com,Tuấn Bùi,Feature Usage Help,Where is my progress tracker?,How do I download all my workout history as CSV?,Low,Solved,social_media,2025-11-10 10:34:34,2025-11-10 19:08:58,2025-11-11 01:34:22,2025-11-11 01:34:22,8.04,14.93,2.0
